path,type,size_mb,reason,delete_command
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6425/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6425/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8614/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8614/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8165/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8165/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_9650/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_9650/generated.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120515/pedestrian_augmented_network_v1.net.xml,file,135.21,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/pedestrian_augmented_network_v1.net.xml"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_23040/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_23040/generated.net.xml"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_72235/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_72235/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15225/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15225/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15226/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15226/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23039/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23039/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23041/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23041/generated.net.xml"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_6531/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_6531/generated.net.xml"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_8568/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_8568/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6451/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6451/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6527/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6527/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6939/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6939/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_7358/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_7358/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8567/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8567/generated.net.xml"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_9826/generated.net.xml,file,135.21,candidate-specific generated network,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_9826/generated.net.xml"""
result/phase_next_tierwise_expansion_continue_20260514_135146/tls_creation_batch_network_v1.net.xml,file,131.87,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_135146/tls_creation_batch_network_v1.net.xml"""
result/phase_next_recovery_command_plan_20260514_200908/red_only_phase_fix_batch01_run/red_only_phase_fix_network_v1.net.xml,file,131.86,large intermediate artifact,"rm -f ""result/phase_next_recovery_command_plan_20260514_200908/red_only_phase_fix_batch01_run/red_only_phase_fix_network_v1.net.xml"""
result/phase_next_recovery_command_plan_20260514_200908/red_only_phase_fix_batch02_run/red_only_phase_fix_network_v1.net.xml,file,131.84,large intermediate artifact,"rm -f ""result/phase_next_recovery_command_plan_20260514_200908/red_only_phase_fix_batch02_run/red_only_phase_fix_network_v1.net.xml"""
result/phase_next_tierwise_expansion_continue_20260514_134922/tls_creation_batch_network_v1.net.xml,file,131.83,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_134922/tls_creation_batch_network_v1.net.xml"""
result/phase_next_recovery_command_plan_20260514_200908/red_only_phase_fix_35_run/red_only_phase_fix_network_v1.net.xml,file,131.82,large intermediate artifact,"rm -f ""result/phase_next_recovery_command_plan_20260514_200908/red_only_phase_fix_35_run/red_only_phase_fix_network_v1.net.xml"""
result/phase_next_tierwise_expansion_continue_20260514_135146/red_only_phase_fix_network_v1.net.xml,file,131.82,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_135146/red_only_phase_fix_network_v1.net.xml"""
result/phase_next_tierwise_expansion_20260514_125436/tierwise_phase6_network_v1.net.xml,file,131.81,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/tierwise_phase6_network_v1.net.xml"""
result/phase_next_tierwise_expansion_continue_20260514_134922/red_only_phase_fix_network_v1.net.xml,file,131.76,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_134922/red_only_phase_fix_network_v1.net.xml"""
result/phase510_119055_insert_split_20260514_002144/insert_split_119055_generated.net.xml,file,128.32,119055 pilot/split/netedit artifact,"rm -f ""result/phase510_119055_insert_split_20260514_002144/insert_split_119055_generated.net.xml"""
result/phase_next_tierwise_expansion_20260514_125338/tierwise_phase6_network_v1.net.xml,file,124.88,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125338/tierwise_phase6_network_v1.net.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot_v5.net.xml,file,124.87,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot_v5.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120721/pedestrian_augmented_network_v1.net.xml,file,124.87,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/pedestrian_augmented_network_v1.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/pedestrian_augmented_network_v1.net.xml,file,124.87,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/pedestrian_augmented_network_v1.net.xml"""
result/t2_generated_crosswalks_20260513_185330/generated_network.net.xml,file,120.91,duplicate generated network artifact,"rm -f ""result/t2_generated_crosswalks_20260513_185330/generated_network.net.xml"""
result/t2_generated_crosswalks_20260513_221249/generated_network.net.xml,file,120.91,duplicate generated network artifact,"rm -f ""result/t2_generated_crosswalks_20260513_221249/generated_network.net.xml"""
result/phase510_119055_insert_split_20260514_002452/insert_split_119055_generated.net.xml,file,120.83,119055 pilot/split/netedit artifact,"rm -f ""result/phase510_119055_insert_split_20260514_002452/insert_split_119055_generated.net.xml"""
result/phase510_119055_insert_split_20260514_002533/insert_split_119055_before_netconvert.net.xml,file,120.83,intermediate netconvert/edit artifact,"rm -f ""result/phase510_119055_insert_split_20260514_002533/insert_split_119055_before_netconvert.net.xml"""
result/phase510_119055_insert_split_20260514_002556/insert_split_119055_before_netconvert.net.xml,file,120.83,intermediate netconvert/edit artifact,"rm -f ""result/phase510_119055_insert_split_20260514_002556/insert_split_119055_before_netconvert.net.xml"""
result/phase510_119055_insert_split_20260514_002633/insert_split_119055_before_netconvert.net.xml,file,120.83,intermediate netconvert/edit artifact,"rm -f ""result/phase510_119055_insert_split_20260514_002633/insert_split_119055_before_netconvert.net.xml"""
result/phase510_119055_insert_split_20260514_002633/insert_split_119055_generated.net.xml,file,120.83,119055 pilot/split/netedit artifact,"rm -f ""result/phase510_119055_insert_split_20260514_002633/insert_split_119055_generated.net.xml"""
result/phase511_netedit_119055_20260514_003850/119055_netedit_working_copy.net.xml,file,120.83,intermediate netconvert/edit artifact,"rm -f ""result/phase511_netedit_119055_20260514_003850/119055_netedit_working_copy.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113008/pedestrian_augmented_network_v1.net.xml,file,120.27,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/pedestrian_augmented_network_v1.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113147/pedestrian_augmented_network_v1.net.xml,file,120.27,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/pedestrian_augmented_network_v1.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113417/pedestrian_augmented_network_v1.net.xml,file,120.27,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/pedestrian_augmented_network_v1.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113609/pedestrian_augmented_network_v1.net.xml,file,120.27,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/pedestrian_augmented_network_v1.net.xml"""
result/phase_next_real_csv_generation_samples_20260514_104959/candidate_explicit_crossing_LINK_20004/generated.net.xml,file,120.27,sample CSV generation network,"rm -f ""result/phase_next_real_csv_generation_samples_20260514_104959/candidate_explicit_crossing_LINK_20004/generated.net.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120304/pedestrian_augmented_network_v1.net.xml,file,120.27,duplicate pedestrian augmented network artifact,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/pedestrian_augmented_network_v1.net.xml"""
result/junggu_osm_network_20260513_184417/junggu_generated.net.xml,file,120.24,duplicate generated network artifact,"rm -f ""result/junggu_osm_network_20260513_184417/junggu_generated.net.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot_v3.net.xml,file,120.22,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot_v3.net.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot.net.xml,file,120.22,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot.net.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot_v4.net.xml,file,120.22,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/119055_junction_tls_pilot_v4.net.xml"""
result/phase59_smart_network_pilot_20260514_001745/snap_pilot_generated.net.xml,file,120.22,119055 pilot/split/netedit artifact,"rm -f ""result/phase59_smart_network_pilot_20260514_001745/snap_pilot_generated.net.xml"""
result/phase6_smoke_baseline_20260514_220549/sumo_nets/integrated_selected/network.net.xml,file,103.20,smoke network artifact,"rm -f ""result/phase6_smoke_baseline_20260514_220549/sumo_nets/integrated_selected/network.net.xml"""
result/phase6_smoke_baseline_20260514_220549/sumo_nets/integrated_selected/map.osm,file,69.65,generated map artifact,"rm -f ""result/phase6_smoke_baseline_20260514_220549/sumo_nets/integrated_selected/map.osm"""
result/junggu_osm_network_20260513_184417/downloaded_junggu.osm.xml,file,64.96,large OSM download artifact,"rm -f ""result/junggu_osm_network_20260513_184417/downloaded_junggu.osm.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.edg.xml,file,12.37,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.edg.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.con.xml,file,10.68,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.con.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120515/generated_crossing_edge_inventory.csv,file,1.78,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/generated_crossing_edge_inventory.csv"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu_119055_v3.nod.xml,file,1.32,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu_119055_v3.nod.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu_119055_v2.nod.xml,file,1.32,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu_119055_v2.nod.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu_119055.nod.xml,file,1.32,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu_119055.nod.xml"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.nod.xml,file,1.32,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120304/generated_crossing_edge_inventory.csv,file,1.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/generated_crossing_edge_inventory.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/generated_crossing_edge_inventory.csv,file,1.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/generated_crossing_edge_inventory.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/generated_crossing_edge_inventory.csv,file,1.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/generated_crossing_edge_inventory.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/selected_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/selected_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/selected_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/selected_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/selected_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/selected_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/selected_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113008/selected_generation_candidates.csv,file,0.87,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/selected_generation_candidates.csv"""
result/phase6_mini_experiment_batch03_5sec_sorted_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv,file,0.77,debug trace,"rm -f ""result/phase6_mini_experiment_batch03_5sec_sorted_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv"""
result/phase6_mini_experiment_batch03_5sec_sorted_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv,file,0.74,debug trace,"rm -f ""result/phase6_mini_experiment_batch03_5sec_sorted_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv"""
result/phase6_mini_experiment_batch03_5sec_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv,file,0.74,debug trace,"rm -f ""result/phase6_mini_experiment_batch03_5sec_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv"""
result/phase6_mini_experiment_batch03_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv,file,0.74,debug trace,"rm -f ""result/phase6_mini_experiment_batch03_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv"""
result/phase6_mini_experiment_batch03_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv,file,0.72,debug trace,"rm -f ""result/phase6_mini_experiment_batch03_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv"""
result/phase6_mini_experiment_batch03_5sec_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv,file,0.72,debug trace,"rm -f ""result/phase6_mini_experiment_batch03_5sec_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv"""
result/phase6_smoke_baseline_20260514_220549/outputs/runtime_registry.csv,file,0.52,obsolete intermediate result,"rm -f ""result/phase6_smoke_baseline_20260514_220549/outputs/runtime_registry.csv"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.tll.xml,file,0.44,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/plain/junggu.tll.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113008/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/skipped_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/skipped_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/skipped_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/skipped_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/skipped_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/skipped_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/skipped_generation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/skipped_generation_candidates.csv,file,0.28,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/skipped_generation_candidates.csv"""
result/phase_next_max_recovery_20260514_194109/manual_review_recovery_candidates.csv,file,0.20,obsolete intermediate result,"rm -f ""result/phase_next_max_recovery_20260514_194109/manual_review_recovery_candidates.csv"""
result/t2_generated_crosswalks_20260513_221249/real_vs_sumo_validation.csv,file,0.17,obsolete intermediate result,"rm -f ""result/t2_generated_crosswalks_20260513_221249/real_vs_sumo_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/fixed_post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/fixed_post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/fixed_post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/fixed_post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/fixed_post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/fixed_post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/fixed_post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/fixed_post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/geometry_reject_candidates.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/geometry_reject_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113008/geometry_reject_candidates.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/geometry_reject_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113008/post_augmented_signal_audit.csv,file,0.16,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/post_augmented_signal_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/post_augmented_crossing_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/post_augmented_crossing_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/post_augmented_crossing_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/post_augmented_crossing_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/post_augmented_crossing_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/post_augmented_crossing_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/post_augmented_crossing_audit.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113008/post_augmented_crossing_audit.csv,file,0.11,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/post_augmented_crossing_audit.csv"""
result/t2_generated_crosswalks_20260513_185330/t2_crosswalk_generation_candidates.csv,file,0.11,obsolete intermediate result,"rm -f ""result/t2_generated_crosswalks_20260513_185330/t2_crosswalk_generation_candidates.csv"""
result/t2_generated_crosswalks_20260513_221249/t2_crosswalk_generation_candidates.csv,file,0.11,obsolete intermediate result,"rm -f ""result/t2_generated_crosswalks_20260513_221249/t2_crosswalk_generation_candidates.csv"""
result/phase6_recovery_smoke_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv,file,0.11,debug trace,"rm -f ""result/phase6_recovery_smoke_baseline_20260514_220549/phase6_smoke_baseline_debug_trace.csv"""
